"Idp","Vel:0","Vel:1","Vel:2","Rhop","Type","Mk","Points:0","Points:1","Points:2"
3935,0,0,0,1000.8,3,1,0.16,0,1.35
3936,0,0,0,1000.8,3,1,0.16,0,1.36
3937,0,0,0,1000.8,3,1,0.16,0,1.37
3938,0,0,0,1000.8,3,1,0.16,0,1.38
3939,0,0,0,1000.8,3,1,0.16,0,1.39
3940,0,0,0,1000.8,3,1,0.16,0,1.4
3941,0,0,0,1000.7,3,1,0.16,0,1.41
3942,0,0,0,1000.7,3,1,0.16,0,1.42
3943,0,0,0,1000.7,3,1,0.16,0,1.43
3944,0,0,0,1000.7,3,1,0.16,0,1.44
3945,0,0,0,1000.7,3,1,0.16,0,1.45
3946,0,0,0,1000.7,3,1,0.16,0,1.46
3947,0,0,0,1000.7,3,1,0.16,0,1.47
3948,0,0,0,1000.7,3,1,0.16,0,1.48
3949,0,0,0,1000.6,3,1,0.16,0,1.49
3950,0,0,0,1000.6,3,1,0.16,0,1.5
3951,0,0,0,1000.6,3,1,0.16,0,1.51
3952,0,0,0,1000.6,3,1,0.16,0,1.52
3953,0,0,0,1000.6,3,1,0.16,0,1.53
3954,0,0,0,1000.6,3,1,0.16,0,1.54
3955,0,0,0,1000.6,3,1,0.16,0,1.55
3956,0,0,0,1000.6,3,1,0.16,0,1.56
3957,0,0,0,1000.5,3,1,0.16,0,1.57
3958,0,0,0,1000.5,3,1,0.16,0,1.58
3959,0,0,0,1000.5,3,1,0.16,0,1.59
3960,0,0,0,1000.5,3,1,0.16,0,1.6
3961,0,0,0,1000.5,3,1,0.16,0,1.61
3962,0,0,0,1000.5,3,1,0.16,0,1.62
3963,0,0,0,1000.5,3,1,0.16,0,1.63
3964,0,0,0,1000.5,3,1,0.16,0,1.64
3965,0,0,0,1000.4,3,1,0.16,0,1.65
3966,0,0,0,1000.4,3,1,0.16,0,1.66
3967,0,0,0,1000.4,3,1,0.16,0,1.67
3968,0,0,0,1000.4,3,1,0.16,0,1.68
3969,0,0,0,1000.4,3,1,0.16,0,1.69
3970,0,0,0,1000.4,3,1,0.16,0,1.7
3971,0,0,0,1000.4,3,1,0.16,0,1.71
3972,0,0,0,1000.4,3,1,0.16,0,1.72
3973,0,0,0,1000.3,3,1,0.16,0,1.73
3974,0,0,0,1000.3,3,1,0.16,0,1.74
3975,0,0,0,1000.3,3,1,0.16,0,1.75
3976,0,0,0,1000.3,3,1,0.16,0,1.76
3977,0,0,0,1000.3,3,1,0.16,0,1.77
3978,0,0,0,1000.3,3,1,0.16,0,1.78
3979,0,0,0,1000.3,3,1,0.16,0,1.79
3980,0,0,0,1000.3,3,1,0.16,0,1.8
3981,0,0,0,1000.2,3,1,0.16,0,1.81
3982,0,0,0,1000.2,3,1,0.16,0,1.82
3983,0,0,0,1000.2,3,1,0.16,0,1.83
3984,0,0,0,1000.2,3,1,0.16,0,1.84
3985,0,0,0,1000.2,3,1,0.16,0,1.85
3986,0,0,0,1000.2,3,1,0.16,0,1.86
3987,0,0,0,1000.2,3,1,0.16,0,1.87
3988,0,0,0,1000.2,3,1,0.16,0,1.88
3989,0,0,0,1000.1,3,1,0.16,0,1.89
3990,0,0,0,1000.1,3,1,0.16,0,1.9
3991,0,0,0,1000.1,3,1,0.16,0,1.91
3992,0,0,0,1000.1,3,1,0.16,0,1.92
3993,0,0,0,1000.1,3,1,0.16,0,1.93
3994,0,0,0,1000.1,3,1,0.16,0,1.94
3995,0,0,0,1000.1,3,1,0.16,0,1.95
3996,0,0,0,1000.1,3,1,0.16,0,1.96
3997,0,0,0,1000,3,1,0.16,0,1.97
3998,0,0,0,1000,3,1,0.16,0,1.98
3999,0,0,0,1000,3,1,0.16,0,1.99
4000,0,0,0,1000,3,1,0.16,0,2
4001,0,0,0,1002.5,3,1,0.17,0,0.01
4002,0,0,0,1002.5,3,1,0.17,0,0.02
4003,0,0,0,1002.5,3,1,0.17,0,0.03
4004,0,0,0,1002.4,3,1,0.17,0,0.04
4005,0,0,0,1002.4,3,1,0.17,0,0.05
4006,0,0,0,1002.4,3,1,0.17,0,0.06
4007,0,0,0,1002.4,3,1,0.17,0,0.07
4008,0,0,0,1002.4,3,1,0.17,0,0.08
4009,0,0,0,1002.4,3,1,0.17,0,0.09
4010,0,0,0,1002.4,3,1,0.17,0,0.1
4011,0,0,0,1002.4,3,1,0.17,0,0.11
4012,0,0,0,1002.3,3,1,0.17,0,0.12
4013,0,0,0,1002.3,3,1,0.17,0,0.13
4014,0,0,0,1002.3,3,1,0.17,0,0.14
4015,0,0,0,1002.3,3,1,0.17,0,0.15
4016,0,0,0,1002.3,3,1,0.17,0,0.16
4017,0,0,0,1002.3,3,1,0.17,0,0.17
4018,0,0,0,1002.3,3,1,0.17,0,0.18
4019,0,0,0,1002.3,3,1,0.17,0,0.19
4020,0,0,0,1002.2,3,1,0.17,0,0.2
4021,0,0,0,1002.2,3,1,0.17,0,0.21
4022,0,0,0,1002.2,3,1,0.17,0,0.22
4023,0,0,0,1002.2,3,1,0.17,0,0.23
4024,0,0,0,1002.2,3,1,0.17,0,0.24
4025,0,0,0,1002.2,3,1,0.17,0,0.25
4026,0,0,0,1002.2,3,1,0.17,0,0.26
4027,0,0,0,1002.2,3,1,0.17,0,0.27
4028,0,0,0,1002.1,3,1,0.17,0,0.28
4029,0,0,0,1002.1,3,1,0.17,0,0.29
4030,0,0,0,1002.1,3,1,0.17,0,0.3
4031,0,0,0,1002.1,3,1,0.17,0,0.31
4032,0,0,0,1002.1,3,1,0.17,0,0.32
4033,0,0,0,1002.1,3,1,0.17,0,0.33
4034,0,0,0,1002.1,3,1,0.17,0,0.34
4035,0,0,0,1002.1,3,1,0.17,0,0.35
4036,0,0,0,1002,3,1,0.17,0,0.36
4037,0,0,0,1002,3,1,0.17,0,0.37
4038,0,0,0,1002,3,1,0.17,0,0.38
4039,0,0,0,1002,3,1,0.17,0,0.39
4040,0,0,0,1002,3,1,0.17,0,0.4
4041,0,0,0,1002,3,1,0.17,0,0.41
4042,0,0,0,1002,3,1,0.17,0,0.42
4043,0,0,0,1002,3,1,0.17,0,0.43
4044,0,0,0,1001.9,3,1,0.17,0,0.44
4045,0,0,0,1001.9,3,1,0.17,0,0.45
4046,0,0,0,1001.9,3,1,0.17,0,0.46
4047,0,0,0,1001.9,3,1,0.17,0,0.47
4048,0,0,0,1001.9,3,1,0.17,0,0.48
4049,0,0,0,1001.9,3,1,0.17,0,0.49
4050,0,0,0,1001.9,3,1,0.17,0,0.5
4051,0,0,0,1001.9,3,1,0.17,0,0.51
4052,0,0,0,1001.8,3,1,0.17,0,0.52
4053,0,0,0,1001.8,3,1,0.17,0,0.53
4054,0,0,0,1001.8,3,1,0.17,0,0.54
4055,0,0,0,1001.8,3,1,0.17,0,0.55
4056,0,0,0,1001.8,3,1,0.17,0,0.56
4057,0,0,0,1001.8,3,1,0.17,0,0.57
4058,0,0,0,1001.8,3,1,0.17,0,0.58
4059,0,0,0,1001.8,3,1,0.17,0,0.59
4060,0,0,0,1001.7,3,1,0.17,0,0.6
4061,0,0,0,1001.7,3,1,0.17,0,0.61
4062,0,0,0,1001.7,3,1,0.17,0,0.62
4063,0,0,0,1001.7,3,1,0.17,0,0.63
4064,0,0,0,1001.7,3,1,0.17,0,0.64
4065,0,0,0,1001.7,3,1,0.17,0,0.65
4066,0,0,0,1001.7,3,1,0.17,0,0.66
4067,0,0,0,1001.7,3,1,0.17,0,0.67
4068,0,0,0,1001.7,3,1,0.17,0,0.68
4069,0,0,0,1001.6,3,1,0.17,0,0.69
4070,0,0,0,1001.6,3,1,0.17,0,0.7
4071,0,0,0,1001.6,3,1,0.17,0,0.71
4072,0,0,0,1001.6,3,1,0.17,0,0.72
4073,0,0,0,1001.6,3,1,0.17,0,0.73
4074,0,0,0,1001.6,3,1,0.17,0,0.74
4075,0,0,0,1001.6,3,1,0.17,0,0.75
4076,0,0,0,1001.6,3,1,0.17,0,0.76
4077,0,0,0,1001.5,3,1,0.17,0,0.77
4078,0,0,0,1001.5,3,1,0.17,0,0.78
4079,0,0,0,1001.5,3,1,0.17,0,0.79
4080,0,0,0,1001.5,3,1,0.17,0,0.8
4081,0,0,0,1001.5,3,1,0.17,0,0.81
4082,0,0,0,1001.5,3,1,0.17,0,0.82
4083,0,0,0,1001.5,3,1,0.17,0,0.83
4084,0,0,0,1001.5,3,1,0.17,0,0.84
4085,0,0,0,1001.4,3,1,0.17,0,0.85
4086,0,0,0,1001.4,3,1,0.17,0,0.86
4087,0,0,0,1001.4,3,1,0.17,0,0.87
4088,0,0,0,1001.4,3,1,0.17,0,0.88
4089,0,0,0,1001.4,3,1,0.17,0,0.89
4090,0,0,0,1001.4,3,1,0.17,0,0.9
4091,0,0,0,1001.4,3,1,0.17,0,0.91
4092,0,0,0,1001.4,3,1,0.17,0,0.92
4093,0,0,0,1001.3,3,1,0.17,0,0.93
4094,0,0,0,1001.3,3,1,0.17,0,0.94
4095,0,0,0,1001.3,3,1,0.17,0,0.95
4096,0,0,0,1001.3,3,1,0.17,0,0.96
4097,0,0,0,1001.3,3,1,0.17,0,0.97
4098,0,0,0,1001.3,3,1,0.17,0,0.98
4099,0,0,0,1001.3,3,1,0.17,0,0.99
4100,0,0,0,1001.3,3,1,0.17,0,1
4101,0,0,0,1001.2,3,1,0.17,0,1.01
4102,0,0,0,1001.2,3,1,0.17,0,1.02
4103,0,0,0,1001.2,3,1,0.17,0,1.03
4104,0,0,0,1001.2,3,1,0.17,0,1.04
4105,0,0,0,1001.2,3,1,0.17,0,1.05
4106,0,0,0,1001.2,3,1,0.17,0,1.06
4107,0,0,0,1001.2,3,1,0.17,0,1.07
4108,0,0,0,1001.2,3,1,0.17,0,1.08
4109,0,0,0,1001.1,3,1,0.17,0,1.09
4110,0,0,0,1001.1,3,1,0.17,0,1.1
4111,0,0,0,1001.1,3,1,0.17,0,1.11
4112,0,0,0,1001.1,3,1,0.17,0,1.12
4113,0,0,0,1001.1,3,1,0.17,0,1.13
4114,0,0,0,1001.1,3,1,0.17,0,1.14
4115,0,0,0,1001.1,3,1,0.17,0,1.15
4116,0,0,0,1001.1,3,1,0.17,0,1.16
4117,0,0,0,1001,3,1,0.17,0,1.17
4118,0,0,0,1001,3,1,0.17,0,1.18
4119,0,0,0,1001,3,1,0.17,0,1.19
4120,0,0,0,1001,3,1,0.17,0,1.2
4121,0,0,0,1001,3,1,0.17,0,1.21
4122,0,0,0,1001,3,1,0.17,0,1.22
4123,0,0,0,1001,3,1,0.17,0,1.23
4124,0,0,0,1001,3,1,0.17,0,1.24
4125,0,0,0,1000.9,3,1,0.17,0,1.25
4126,0,0,0,1000.9,3,1,0.17,0,1.26
4127,0,0,0,1000.9,3,1,0.17,0,1.27
4128,0,0,0,1000.9,3,1,0.17,0,1.28
4129,0,0,0,1000.9,3,1,0.17,0,1.29
4130,0,0,0,1000.9,3,1,0.17,0,1.3
4131,0,0,0,1000.9,3,1,0.17,0,1.31
4132,0,0,0,1000.9,3,1,0.17,0,1.32
4133,0,0,0,1000.8,3,1,0.17,0,1.33
4134,0,0,0,1000.8,3,1,0.17,0,1.34
4135,0,0,0,1000.8,3,1,0.17,0,1.35
4136,0,0,0,1000.8,3,1,0.17,0,1.36
4137,0,0,0,1000.8,3,1,0.17,0,1.37
4138,0,0,0,1000.8,3,1,0.17,0,1.38
4139,0,0,0,1000.8,3,1,0.17,0,1.39
4140,0,0,0,1000.8,3,1,0.17,0,1.4
4141,0,0,0,1000.7,3,1,0.17,0,1.41
4142,0,0,0,1000.7,3,1,0.17,0,1.42
4143,0,0,0,1000.7,3,1,0.17,0,1.43
4144,0,0,0,1000.7,3,1,0.17,0,1.44
4145,0,0,0,1000.7,3,1,0.17,0,1.45
4146,0,0,0,1000.7,3,1,0.17,0,1.46
4147,0,0,0,1000.7,3,1,0.17,0,1.47
4148,0,0,0,1000.7,3,1,0.17,0,1.48
4149,0,0,0,1000.6,3,1,0.17,0,1.49
4150,0,0,0,1000.6,3,1,0.17,0,1.5
4151,0,0,0,1000.6,3,1,0.17,0,1.51
4152,0,0,0,1000.6,3,1,0.17,0,1.52
4153,0,0,0,1000.6,3,1,0.17,0,1.53
4154,0,0,0,1000.6,3,1,0.17,0,1.54
4155,0,0,0,1000.6,3,1,0.17,0,1.55
4156,0,0,0,1000.6,3,1,0.17,0,1.56
4157,0,0,0,1000.5,3,1,0.17,0,1.57
4158,0,0,0,1000.5,3,1,0.17,0,1.58
4159,0,0,0,1000.5,3,1,0.17,0,1.59
4160,0,0,0,1000.5,3,1,0.17,0,1.6
4161,0,0,0,1000.5,3,1,0.17,0,1.61
4162,0,0,0,1000.5,3,1,0.17,0,1.62
4163,0,0,0,1000.5,3,1,0.17,0,1.63
4164,0,0,0,1000.5,3,1,0.17,0,1.64
4165,0,0,0,1000.4,3,1,0.17,0,1.65
4166,0,0,0,1000.4,3,1,0.17,0,1.66
4167,0,0,0,1000.4,3,1,0.17,0,1.67
4168,0,0,0,1000.4,3,1,0.17,0,1.68
4169,0,0,0,1000.4,3,1,0.17,0,1.69
4170,0,0,0,1000.4,3,1,0.17,0,1.7
4171,0,0,0,1000.4,3,1,0.17,0,1.71
4172,0,0,0,1000.4,3,1,0.17,0,1.72
4173,0,0,0,1000.3,3,1,0.17,0,1.73
4174,0,0,0,1000.3,3,1,0.17,0,1.74
4175,0,0,0,1000.3,3,1,0.17,0,1.75
4176,0,0,0,1000.3,3,1,0.17,0,1.76
4177,0,0,0,1000.3,3,1,0.17,0,1.77
4178,0,0,0,1000.3,3,1,0.17,0,1.78
4179,0,0,0,1000.3,3,1,0.17,0,1.79
4180,0,0,0,1000.3,3,1,0.17,0,1.8
4181,0,0,0,1000.2,3,1,0.17,0,1.81
4182,0,0,0,1000.2,3,1,0.17,0,1.82
4183,0,0,0,1000.2,3,1,0.17,0,1.83
4184,0,0,0,1000.2,3,1,0.17,0,1.84
4185,0,0,0,1000.2,3,1,0.17,0,1.85
4186,0,0,0,1000.2,3,1,0.17,0,1.86
4187,0,0,0,1000.2,3,1,0.17,0,1.87
4188,0,0,0,1000.2,3,1,0.17,0,1.88
4189,0,0,0,1000.1,3,1,0.17,0,1.89
4190,0,0,0,1000.1,3,1,0.17,0,1.9
4191,0,0,0,1000.1,3,1,0.17,0,1.91
4192,0,0,0,1000.1,3,1,0.17,0,1.92
4193,0,0,0,1000.1,3,1,0.17,0,1.93
4194,0,0,0,1000.1,3,1,0.17,0,1.94
4195,0,0,0,1000.1,3,1,0.17,0,1.95
4196,0,0,0,1000.1,3,1,0.17,0,1.96
4197,0,0,0,1000,3,1,0.17,0,1.97
4198,0,0,0,1000,3,1,0.17,0,1.98
4199,0,0,0,1000,3,1,0.17,0,1.99
4200,0,0,0,1000,3,1,0.17,0,2
4201,0,0,0,1002.5,3,1,0.18,0,0.01
4202,0,0,0,1002.5,3,1,0.18,0,0.02
4203,0,0,0,1002.5,3,1,0.18,0,0.03
4204,0,0,0,1002.4,3,1,0.18,0,0.04
4205,0,0,0,1002.4,3,1,0.18,0,0.05
4206,0,0,0,1002.4,3,1,0.18,0,0.06
4207,0,0,0,1002.4,3,1,0.18,0,0.07
4208,0,0,0,1002.4,3,1,0.18,0,0.08
4209,0,0,0,1002.4,3,1,0.18,0,0.09
4210,0,0,0,1002.4,3,1,0.18,0,0.1
4211,0,0,0,1002.4,3,1,0.18,0,0.11
4212,0,0,0,1002.3,3,1,0.18,0,0.12
4213,0,0,0,1002.3,3,1,0.18,0,0.13
4214,0,0,0,1002.3,3,1,0.18,0,0.14
4215,0,0,0,1002.3,3,1,0.18,0,0.15
4216,0,0,0,1002.3,3,1,0.18,0,0.16
4217,0,0,0,1002.3,3,1,0.18,0,0.17
4218,0,0,0,1002.3,3,1,0.18,0,0.18
4219,0,0,0,1002.3,3,1,0.18,0,0.19
4220,0,0,0,1002.2,3,1,0.18,0,0.2
4221,0,0,0,1002.2,3,1,0.18,0,0.21
4222,0,0,0,1002.2,3,1,0.18,0,0.22
4223,0,0,0,1002.2,3,1,0.18,0,0.23
4224,0,0,0,1002.2,3,1,0.18,0,0.24
4225,0,0,0,1002.2,3,1,0.18,0,0.25
4226,0,0,0,1002.2,3,1,0.18,0,0.26
4227,0,0,0,1002.2,3,1,0.18,0,0.27
4228,0,0,0,1002.1,3,1,0.18,0,0.28
4229,0,0,0,1002.1,3,1,0.18,0,0.29
4230,0,0,0,1002.1,3,1,0.18,0,0.3
4231,0,0,0,1002.1,3,1,0.18,0,0.31
4232,0,0,0,1002.1,3,1,0.18,0,0.32
4233,0,0,0,1002.1,3,1,0.18,0,0.33
4234,0,0,0,1002.1,3,1,0.18,0,0.34
4235,0,0,0,1002.1,3,1,0.18,0,0.35
4236,0,0,0,1002,3,1,0.18,0,0.36
4237,0,0,0,1002,3,1,0.18,0,0.37
4238,0,0,0,1002,3,1,0.18,0,0.38
4239,0,0,0,1002,3,1,0.18,0,0.39
4240,0,0,0,1002,3,1,0.18,0,0.4
4241,0,0,0,1002,3,1,0.18,0,0.41
4242,0,0,0,1002,3,1,0.18,0,0.42
4243,0,0,0,1002,3,1,0.18,0,0.43
4244,0,0,0,1001.9,3,1,0.18,0,0.44
4245,0,0,0,1001.9,3,1,0.18,0,0.45
4246,0,0,0,1001.9,3,1,0.18,0,0.46
4247,0,0,0,1001.9,3,1,0.18,0,0.47
4248,0,0,0,1001.9,3,1,0.18,0,0.48
4249,0,0,0,1001.9,3,1,0.18,0,0.49
4250,0,0,0,1001.9,3,1,0.18,0,0.5
4251,0,0,0,1001.9,3,1,0.18,0,0.51
4252,0,0,0,1001.8,3,1,0.18,0,0.52
4253,0,0,0,1001.8,3,1,0.18,0,0.53
4254,0,0,0,1001.8,3,1,0.18,0,0.54
4255,0,0,0,1001.8,3,1,0.18,0,0.55
4256,0,0,0,1001.8,3,1,0.18,0,0.56
4257,0,0,0,1001.8,3,1,0.18,0,0.57
4258,0,0,0,1001.8,3,1,0.18,0,0.58
4259,0,0,0,1001.8,3,1,0.18,0,0.59
4260,0,0,0,1001.7,3,1,0.18,0,0.6
4261,0,0,0,1001.7,3,1,0.18,0,0.61
4262,0,0,0,1001.7,3,1,0.18,0,0.62
4263,0,0,0,1001.7,3,1,0.18,0,0.63
4264,0,0,0,1001.7,3,1,0.18,0,0.64
4265,0,0,0,1001.7,3,1,0.18,0,0.65
4266,0,0,0,1001.7,3,1,0.18,0,0.66
4267,0,0,0,1001.7,3,1,0.18,0,0.67
4268,0,0,0,1001.7,3,1,0.18,0,0.68
4269,0,0,0,1001.6,3,1,0.18,0,0.69
4270,0,0,0,1001.6,3,1,0.18,0,0.7
4271,0,0,0,1001.6,3,1,0.18,0,0.71
4272,0,0,0,1001.6,3,1,0.18,0,0.72
4273,0,0,0,1001.6,3,1,0.18,0,0.73
4274,0,0,0,1001.6,3,1,0.18,0,0.74
4275,0,0,0,1001.6,3,1,0.18,0,0.75
4276,0,0,0,1001.6,3,1,0.18,0,0.76
4277,0,0,0,1001.5,3,1,0.18,0,0.77
4278,0,0,0,1001.5,3,1,0.18,0,0.78
4279,0,0,0,1001.5,3,1,0.18,0,0.79
4280,0,0,0,1001.5,3,1,0.18,0,0.8
4281,0,0,0,1001.5,3,1,0.18,0,0.81
4282,0,0,0,1001.5,3,1,0.18,0,0.82
4283,0,0,0,1001.5,3,1,0.18,0,0.83
4284,0,0,0,1001.5,3,1,0.18,0,0.84
4285,0,0,0,1001.4,3,1,0.18,0,0.85
4286,0,0,0,1001.4,3,1,0.18,0,0.86
4287,0,0,0,1001.4,3,1,0.18,0,0.87
4288,0,0,0,1001.4,3,1,0.18,0,0.88
4289,0,0,0,1001.4,3,1,0.18,0,0.89
4290,0,0,0,1001.4,3,1,0.18,0,0.9
4291,0,0,0,1001.4,3,1,0.18,0,0.91
4292,0,0,0,1001.4,3,1,0.18,0,0.92
4293,0,0,0,1001.3,3,1,0.18,0,0.93
4294,0,0,0,1001.3,3,1,0.18,0,0.94
4295,0,0,0,1001.3,3,1,0.18,0,0.95
4296,0,0,0,1001.3,3,1,0.18,0,0.96
4297,0,0,0,1001.3,3,1,0.18,0,0.97
4298,0,0,0,1001.3,3,1,0.18,0,0.98
4299,0,0,0,1001.3,3,1,0.18,0,0.99
4300,0,0,0,1001.3,3,1,0.18,0,1
4301,0,0,0,1001.2,3,1,0.18,0,1.01
4302,0,0,0,1001.2,3,1,0.18,0,1.02
4303,0,0,0,1001.2,3,1,0.18,0,1.03
4304,0,0,0,1001.2,3,1,0.18,0,1.04
4305,0,0,0,1001.2,3,1,0.18,0,1.05
4306,0,0,0,1001.2,3,1,0.18,0,1.06
4307,0,0,0,1001.2,3,1,0.18,0,1.07
4308,0,0,0,1001.2,3,1,0.18,0,1.08
4309,0,0,0,1001.1,3,1,0.18,0,1.09
4310,0,0,0,1001.1,3,1,0.18,0,1.1
4311,0,0,0,1001.1,3,1,0.18,0,1.11
4312,0,0,0,1001.1,3,1,0.18,0,1.12
4313,0,0,0,1001.1,3,1,0.18,0,1.13
4314,0,0,0,1001.1,3,1,0.18,0,1.14
4315,0,0,0,1001.1,3,1,0.18,0,1.15
4316,0,0,0,1001.1,3,1,0.18,0,1.16
4317,0,0,0,1001,3,1,0.18,0,1.17
4318,0,0,0,1001,3,1,0.18,0,1.18
4319,0,0,0,1001,3,1,0.18,0,1.19
4320,0,0,0,1001,3,1,0.18,0,1.2
4321,0,0,0,1001,3,1,0.18,0,1.21
4322,0,0,0,1001,3,1,0.18,0,1.22
4323,0,0,0,1001,3,1,0.18,0,1.23
4324,0,0,0,1001,3,1,0.18,0,1.24
4325,0,0,0,1000.9,3,1,0.18,0,1.25
4326,0,0,0,1000.9,3,1,0.18,0,1.26
4327,0,0,0,1000.9,3,1,0.18,0,1.27
4328,0,0,0,1000.9,3,1,0.18,0,1.28
4329,0,0,0,1000.9,3,1,0.18,0,1.29
4330,0,0,0,1000.9,3,1,0.18,0,1.3
4331,0,0,0,1000.9,3,1,0.18,0,1.31
4332,0,0,0,1000.9,3,1,0.18,0,1.32
4333,0,0,0,1000.8,3,1,0.18,0,1.33
4334,0,0,0,1000.8,3,1,0.18,0,1.34
4335,0,0,0,1000.8,3,1,0.18,0,1.35
4336,0,0,0,1000.8,3,1,0.18,0,1.36
4337,0,0,0,1000.8,3,1,0.18,0,1.37
4338,0,0,0,1000.8,3,1,0.18,0,1.38
4339,0,0,0,1000.8,3,1,0.18,0,1.39
4340,0,0,0,1000.8,3,1,0.18,0,1.4
4341,0,0,0,1000.7,3,1,0.18,0,1.41
4342,0,0,0,1000.7,3,1,0.18,0,1.42
4343,0,0,0,1000.7,3,1,0.18,0,1.43
4344,0,0,0,1000.7,3,1,0.18,0,1.44
4345,0,0,0,1000.7,3,1,0.18,0,1.45
4346,0,0,0,1000.7,3,1,0.18,0,1.46
4347,0,0,0,1000.7,3,1,0.18,0,1.47
4348,0,0,0,1000.7,3,1,0.18,0,1.48
4349,0,0,0,1000.6,3,1,0.18,0,1.49
4350,0,0,0,1000.6,3,1,0.18,0,1.5
4351,0,0,0,1000.6,3,1,0.18,0,1.51
4352,0,0,0,1000.6,3,1,0.18,0,1.52
4353,0,0,0,1000.6,3,1,0.18,0,1.53
4354,0,0,0,1000.6,3,1,0.18,0,1.54
4355,0,0,0,1000.6,3,1,0.18,0,1.55
4356,0,0,0,1000.6,3,1,0.18,0,1.56
4357,0,0,0,1000.5,3,1,0.18,0,1.57
4358,0,0,0,1000.5,3,1,0.18,0,1.58
4359,0,0,0,1000.5,3,1,0.18,0,1.59
4360,0,0,0,1000.5,3,1,0.18,0,1.6
4361,0,0,0,1000.5,3,1,0.18,0,1.61
4362,0,0,0,1000.5,3,1,0.18,0,1.62
4363,0,0,0,1000.5,3,1,0.18,0,1.63
4364,0,0,0,1000.5,3,1,0.18,0,1.64
4365,0,0,0,1000.4,3,1,0.18,0,1.65
4366,0,0,0,1000.4,3,1,0.18,0,1.66
4367,0,0,0,1000.4,3,1,0.18,0,1.67
4368,0,0,0,1000.4,3,1,0.18,0,1.68
4369,0,0,0,1000.4,3,1,0.18,0,1.69
4370,0,0,0,1000.4,3,1,0.18,0,1.7
4371,0,0,0,1000.4,3,1,0.18,0,1.71
4372,0,0,0,1000.4,3,1,0.18,0,1.72
4373,0,0,0,1000.3,3,1,0.18,0,1.73
4374,0,0,0,1000.3,3,1,0.18,0,1.74
4375,0,0,0,1000.3,3,1,0.18,0,1.75
4376,0,0,0,1000.3,3,1,0.18,0,1.76
4377,0,0,0,1000.3,3,1,0.18,0,1.77
4378,0,0,0,1000.3,3,1,0.18,0,1.78
4379,0,0,0,1000.3,3,1,0.18,0,1.79
4380,0,0,0,1000.3,3,1,0.18,0,1.8
4381,0,0,0,1000.2,3,1,0.18,0,1.81
4382,0,0,0,1000.2,3,1,0.18,0,1.82
4383,0,0,0,1000.2,3,1,0.18,0,1.83
4384,0,0,0,1000.2,3,1,0.18,0,1.84
4385,0,0,0,1000.2,3,1,0.18,0,1.85
4386,0,0,0,1000.2,3,1,0.18,0,1.86
4387,0,0,0,1000.2,3,1,0.18,0,1.87
4388,0,0,0,1000.2,3,1,0.18,0,1.88
4389,0,0,0,1000.1,3,1,0.18,0,1.89
4390,0,0,0,1000.1,3,1,0.18,0,1.9
4391,0,0,0,1000.1,3,1,0.18,0,1.91
4392,0,0,0,1000.1,3,1,0.18,0,1.92
4393,0,0,0,1000.1,3,1,0.18,0,1.93
4394,0,0,0,1000.1,3,1,0.18,0,1.94
4395,0,0,0,1000.1,3,1,0.18,0,1.95
4396,0,0,0,1000.1,3,1,0.18,0,1.96
4397,0,0,0,1000,3,1,0.18,0,1.97
4398,0,0,0,1000,3,1,0.18,0,1.98
4399,0,0,0,1000,3,1,0.18,0,1.99
4400,0,0,0,1000,3,1,0.18,0,2
4401,0,0,0,1002.5,3,1,0.19,0,0.01
4402,0,0,0,1002.5,3,1,0.19,0,0.02
4403,0,0,0,1002.5,3,1,0.19,0,0.03
4404,0,0,0,1002.4,3,1,0.19,0,0.04
4405,0,0,0,1002.4,3,1,0.19,0,0.05
4406,0,0,0,1002.4,3,1,0.19,0,0.06
4407,0,0,0,1002.4,3,1,0.19,0,0.07
4408,0,0,0,1002.4,3,1,0.19,0,0.08
4409,0,0,0,1002.4,3,1,0.19,0,0.09
4410,0,0,0,1002.4,3,1,0.19,0,0.1
4411,0,0,0,1002.4,3,1,0.19,0,0.11
4412,0,0,0,1002.3,3,1,0.19,0,0.12
4413,0,0,0,1002.3,3,1,0.19,0,0.13
4414,0,0,0,1002.3,3,1,0.19,0,0.14
4415,0,0,0,1002.3,3,1,0.19,0,0.15
4416,0,0,0,1002.3,3,1,0.19,0,0.16
4417,0,0,0,1002.3,3,1,0.19,0,0.17
4418,0,0,0,1002.3,3,1,0.19,0,0.18
4419,0,0,0,1002.3,3,1,0.19,0,0.19
4420,0,0,0,1002.2,3,1,0.19,0,0.2
4421,0,0,0,1002.2,3,1,0.19,0,0.21
4422,0,0,0,1002.2,3,1,0.19,0,0.22
4423,0,0,0,1002.2,3,1,0.19,0,0.23
4424,0,0,0,1002.2,3,1,0.19,0,0.24
4425,0,0,0,1002.2,3,1,0.19,0,0.25
4426,0,0,0,1002.2,3,1,0.19,0,0.26
4427,0,0,0,1002.2,3,1,0.19,0,0.27
4428,0,0,0,1002.1,3,1,0.19,0,0.28
4429,0,0,0,1002.1,3,1,0.19,0,0.29
4430,0,0,0,1002.1,3,1,0.19,0,0.3
4431,0,0,0,1002.1,3,1,0.19,0,0.31
4432,0,0,0,1002.1,3,1,0.19,0,0.32
4433,0,0,0,1002.1,3,1,0.19,0,0.33
4434,0,0,0,1002.1,3,1,0.19,0,0.34
4435,0,0,0,1002.1,3,1,0.19,0,0.35
